X,Y,OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO
-13622386.1604,4542839.9506,1022,6874,RECYCLE CENTRAL AT PIER 96,PIER 96,SAN FRANCISCO,CA,94111,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,SAN FRANCISCO,06075,USA,37.7405582707477,-122.371976940583,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SAN FRANCISCO PORT AUTHORITY,NOT AVAILABLE,38-AA-0012
-13314014.9422,4344361.882,1023,6875,RECYCLE DEPOT C&D WOOD DEBRIS,10716 8TH AVENUE,HANFORD,CA,93230,NOT AVAILABLE,(559) 651-2642,TRANSFER,CLOSED,KINGS,06031,USA,36.3172437218204,-119.601831155583,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,JEFF PRINS,NOT AVAILABLE,16-AA-0029
-11864753.3893,5420082.6874,1024,562830,KAYCEE LANDFILL,"HWY 1002, 2 MI E. OF KAYCEE",KAYCEE,WY,82639,NOT AVAILABLE,NOT AVAILABLE,"MUNICIPAL, C&D",OPEN,JOHNSON,56019,USA,43.7061657663371,-106.582893119422,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.wyoming.gov/shwd/solid-waste/resources/solid-waste-facilities-list/,2019/05/03 00:00:00+00,IMAGERY,2020/03/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-13105535.8125,4034869.6337,1025,6876,RECYCLED WOOD PRODUCTS,1313 EAST PHILLIPS BLVD.,POMONA,CA,91766,NOT AVAILABLE,(909) 868-6882,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.0451757041955,-117.729031269777,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"KIRALLA, CHRIS",NOT AVAILABLE,19-AA-1076
-13565222.98,4582116.9688,1026,6877,RECYCLING CENTER & TRANSFER STATION,1300 LOVERIDGE ROAD,PITTSBURG,CA,94565,NOT AVAILABLE,(510) 682-9113,TRANSFER,OPEN,CONTRA COSTA,06013,USA,38.0190477368636,-121.85847135387,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"CONTRA COSTA WASTE SERVICES, INC.",NOT AVAILABLE,07-AC-0043
-13413114.1918,4589835.9471,1027,6878,RED HILL TRANSFER STATION,5314 RED HILL ROAD,VALLECITO,CA,95222,NOT AVAILABLE,(209) 754-6402,TRANSFER,OPEN,CALAVERAS,06009,USA,38.0736544446969,-120.492054861243,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COUNTY OF CALAVERAS,NOT AVAILABLE,05-AA-0025
-13177469.5689,4009525.1311,1028,6879,REDONDO BEACH TRANSFER STATION,1513 BERYL STREET,REDONDO BEACH,CA,90277,NOT AVAILABLE,(310) 318-0613,TRANSFER,OPEN,LOS ANGELES,06037,USA,33.8563165735511,-118.375223197193,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CITY OF REDONDO BEACH,NOT AVAILABLE,19-AA-0389
-13783364.8623,4886551.4914,1029,6880,REDWAY TRANSFER STATION,"EEL R. CONS. CAMP, 1/4 MI E REDWOOD DR.",REDWAY,CA,95540,NOT AVAILABLE,(707) 445-7491,TRANSFER,OPEN,HUMBOLDT,06023,USA,40.1416748498145,-123.8180732244,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COUNTY OF HUMBOLDT DEPT OF PUBLIC WORKS,NOT AVAILABLE,12-AA-0015
-13713294.5762,4759129.2994,1030,6881,REDWOOD VALLEY CONTAINER SITE,"STOVER RD;8 MI. N OF HWY 299",REDWOOD VALLEY,CA,95501,NOT AVAILABLE,(707) 445-7491,TRANSFER,OPEN,HUMBOLDT,06045,USA,39.2610171194445,-123.188621134558,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,UNVERIFIED,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COUNTY OF HUMBOLDT,NOT AVAILABLE,12-AA-0016
-13191521.3084,4086070.0282,1031,6882,RENT-A-BIN (SMALL VOL. CDI OPERATION),20745 SANTA CLARA STREET,CANYON COUNTRY,CA,91351,NOT AVAILABLE,(818) 709-5296,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.4254232538801,-118.501452121418,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"RANDALL, HOWARD",NOT AVAILABLE,19-AA-1097
-13200516.2951,4061819.5203,1032,6883,RENT-A-BIN,9643 COZYCROFT AVENUE,CHATSWORTH,CA,91311,NOT AVAILABLE,(818) 709-5599,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.2455372258623,-118.58225546172,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"RANDALL, HOWARD AND MARY",NOT AVAILABLE,19-AR-0011
-11530001.2877,6134361.7744,1033,381700,WILLISTON MUNICIPAL LANDFILL,5176 134TH AVE NW,WILLISTON,ND,58801,NOT AVAILABLE,(701) 577-6368,"MUNICIPAL, C&D",OPEN,WILLIAMS,38105,USA,48.1650766296827,-103.575763826339,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/MunicipalSolidWasteFacilities.pdf,2019/05/01 00:00:00+00,IMAGERY,2020/04/23 00:00:00+00,http://cityofwilliston.com/DepartmentContent.aspx?DeptID=PW&PageID=14,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-11559492.0245,6113249.0836,1034,381664,INDIAN HILLS DISPOSAL INC,14070 43RD STREET NW,WILLISTON,ND,58801,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,WILLIAMS,38105,USA,48.0384208890129,-103.840683622651,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2019/05/01 00:00:00+00,IMAGERY,2020/04/23 00:00:00+00,http://www.ihdenv.com/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-10815147.128,6095129.9109,1035,381696,VERN'S REFUSE SERVICE,965 83RD ST N,GRAND FORKS,ND,58206,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,GRAND FORKS,38035,USA,47.9294744802631,-97.1541196504015,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2019/05/01 00:00:00+00,IMAGERY,2020/04/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-13195574.0775,4052849.75,1036,6884,RESEDA/WOODLAND HILLS ST. MAINT. D. YARD,6015 BAIRD AVENUE,RESEDA,CA,91335,NOT AVAILABLE,(213) 485-6454,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.1789033743913,-118.53785876517,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"CITY OF LOS ANGELES, BUREAU OF ST. SERV.",NOT AVAILABLE,19-AR-1215
-8063624.1726,5329568.4592,1037,502734,ROCKINGHAM/WESTMINSTER TRANSFER STATION,ROUTE 5,WESTMINSTER,VT,05158,NOT AVAILABLE,(802) 463-3964,TRANSFER,OPEN,WINDHAM,50025,USA,43.1154985441225,-72.4367683960446,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://anrweb.vt.gov/DEC/ERT/DataDump.aspx,2019/05/03 00:00:00+00,IMAGERY/OTHER,2020/04/05 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WH100
-13333674.4129,4423660.0236,1038,6885,RICE ROAD RECYCLERY & TRANSFER STATION,10463 NORTH RICE ROAD,FRESNO,CA,93730,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,FRESNO,06019,USA,36.8891000972917,-119.778435186035,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ALLIED WASTE TRANSFER SERVICES OF CAL.,NOT AVAILABLE,10-AA-0145
-10783618.6534,5922891.5461,1039,381684,NORTHERN IMPROVEMENT CO,4716 7TH AVE N,FARGO,ND,58102,NOT AVAILABLE,(701) 277-1225,C&D,OPEN,CASS,38017,USA,46.8823490771483,-96.8708945450472,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2019/05/01 00:00:00+00,IMAGERY,2020/04/23 00:00:00+00,http://www.northernimprovement.com/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-11485908.8308,5924449.3112,1040,381697,WASTE RECOVERY SERVICES INC,995 E HWY 10,BELFIELD,ND,58622,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,STARK,38089,USA,46.8919128607899,-103.179674547043,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://deq.nd.gov/OpenRecords.aspx,2019/05/01 00:00:00+00,IMAGERY,2020/04/23 00:00:00+00,https://plus.google.com/104757957499618375259/about?gl=us&hl=en,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-11009530.6653,6123958.7979,1041,381649,DEVILS LAKE LANDFILL,80TH AVE NE,DEVILS LAKE,ND,58301,NOT AVAILABLE,(701) 662-7624,C&D,OPEN,RAMSEY,38071,USA,48.1027078238071,-98.9002966765503,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/InertWasteFacilities.pdf,2019/05/01 00:00:00+00,IMAGERY,2020/04/23 00:00:00+00,http://www.ci.devils-lake.nd.us/departments/inert_landfill.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-11465969.1206,6253898.0724,1042,381683,NOONAN LANDFILL LLC,COUNTY ROAD 21,NOONAN,ND,58765,NOT AVAILABLE,(701) 838-1182,"MUNICIPAL, C&D",OPEN,DIVIDE,38023,USA,48.8762998517568,-103.000553083058,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/MunicipalSolidWasteFacilities.pdf,2019/05/01 00:00:00+00,IMAGERY/OTHER,2020/04/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-11254816.2565,6102561.2061,1043,381674,MCDANIEL LANDFILL,12300 247TH AVENUE,SAWYER,ND,58781,NOT AVAILABLE,(920) 732-4473,MUNICIPAL,OPEN,WARD,38101,USA,47.9741849601678,-101.103734631948,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/MunicipalSolidWasteFacilities.pdf,2019/05/01 00:00:00+00,IMAGERY/OTHER,2020/04/23 00:00:00+00,http://www.wm.com/index.jsp?cmp=LocalSEO_Google%20Maps_US_ND_Sawyer_12300%20247th%20Ave%20SE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-10874830.7062,5821951.4315,1044,381647,DAKOTA (BIG DIPPER) LANDFILL,7972 129TH AVENUE SE,GWINNER,ND,58040,NOT AVAILABLE,(920) 732-4473,MUNICIPAL,OPEN,SARGENT,38081,USA,46.2589980788983,-97.6902663558076,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.ndhealth.gov/wm/Publications/MunicipalSolidWasteFacilities.pdf,2019/05/01 00:00:00+00,IMAGERY/OTHER,2020/04/23 00:00:00+00,http://www.gwinnernd.com/index.asp?SEC=2D046B69-86CE-4ECF-9B7E-514A3F9FB11C&DE=84B80586-AC72-482F-8287-84BF6AB6953E&Type=B_BASIC,NOT AVAILABLE,NOT AVAILABLE,BIG DIPPER INC,NOT AVAILABLE,NOT AVAILABLE
-13610122.4573,4608759.5954,1045,6638,DEVLIN ROAD TRANSFER STATION,889 DEVLIN ROAD,AMERICAN CANYON,CA,94503,NOT AVAILABLE,(707) 253-4545,TRANSFER,OPEN,NAPA,06055,USA,38.2073544427534,-122.261810221065,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NAPA-VALLEJO WASTE MANAGEMENT AUTHORITY,NOT AVAILABLE,28-AA-0027
-12756902.3059,3975475.8612,1046,6886,RIVERSIDE COUNTY MAINTENANCE BLYTHE,561 S. BROADWAY,BLYTHE,CA,92225,NOT AVAILABLE,(760) 921-7820,TRANSFER,OPEN,RIVERSIDE,06065,USA,33.601933632731,-114.597203194072,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RIVERSIDE COUNTY TRANSPORTATION DEPT.,NOT AVAILABLE,33-AA-0350
-8076282.5521,5287702.4486,1047,502675,"BRATTLEBORO SALVAGE, INC.",437 VERNON STREET,BRATTLEBORO,VT,05301,NOT AVAILABLE,(802) 254-5388,TRANSFER,OPEN,WINDHAM,50025,USA,42.8403465403606,-72.5504805542341,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://anrweb.vt.gov/DEC/ERT/DataDump.aspx,2019/05/03 00:00:00+00,IMAGERY/OTHER,2020/04/05 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WH082
-12960252.4356,4016685.2663,1048,6887,RIVERSIDE COUNTY SKY VALLEY YARD,19-003 BENNET ROAD,DESERT HOT SPRINGS,CA,92241,NOT AVAILABLE,(760) 778-2491,TRANSFER,OPEN,RIVERSIDE,06065,USA,33.9097140808402,-116.423928489408,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RIVERSIDE COUNTY TRANSPORTATION DEPT.,NOT AVAILABLE,33-AA-0348
-12930978.7782,3980709.0998,1049,6888,RIVERSIDE COUNTY THERMAL YARD,86-199 AIRPORT BLVD.,THERMAL,CA,92274,NOT AVAILABLE,(760) 399-5136,TRANSFER,OPEN,RIVERSIDE,06065,USA,33.6410803093089,-116.160958750646,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RIVERSIDE COUNTY TRANSPORTATION DEPT.,NOT AVAILABLE,33-AA-0347
-13177778.9145,4023876.495,1050,6889,ROAD DIVISION #233 TRANSFER STATION,5530 WEST 83RD STREET,LOS ANGELES,CA,90045,NOT AVAILABLE,(626) 445-4145,TRANSFER,OPEN,LOS ANGELES,06037,USA,33.9633098220907,-118.37800209602,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LOS ANGELES CO PUBLIC WORKS ROAD M. DIV,NOT AVAILABLE,19-AA-0303
-13170471.5424,4002558.7675,1051,6890,ROAD DIVISION 232A - LOMITA,24309 WALNUT,LOMITA,CA,91801,1460,(626) 458-3981,TRANSFER,OPEN,LOS ANGELES,06037,USA,33.8043320765642,-118.312358855876,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"LOS ANGELES COUNTY, DPT. OF PUBLIC WORKS",NOT AVAILABLE,19-AA-0307
-13132442.1262,4032525.1027,1052,6891,ROAD DIVISION 416,14959 E PROCTOR AVE,LA PUENTE,CA,91746,1460,(626) 458-3981,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.0277226071127,-117.970734797673,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LOS ANGELES CO PUBLIC WORKS ROAD M. DIV,NOT AVAILABLE,19-AA-0400
-13120977.7044,4028106.8975,1053,6892,ROAD DIVISION 417,19865 WALNUT DRIVE,WALNUT,CA,91789,1460,(626) 458-3981,TRANSFER,OPEN,LOS ANGELES,06037,USA,33.9948229614106,-117.867748144861,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LOS ANGELES CO PUBLIC WORKS ROAD M. DIV,NOT AVAILABLE,19-AA-0391
-13164293.5252,4058930.1035,1054,6893,ROAD DIVISION 514,3916 DUNSMORE AVE.,LA CRESCENTA,CA,91214,1460,(626) 458-3981,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.2240783298511,-118.256860783199,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LOS ANGELES CO PUBLIC WORKS ROAD M. DIV,NOT AVAILABLE,19-AA-0302
-13143314.6806,4041468.7374,1055,6894,ROAD DIVISION 519,5213 N. ENCINITA AVE.,TEMPLE CITY,CA,91801,1460,(626) 458-3981,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.0942812977437,-118.068404615381,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LOS ANGELES CO PUBLIC WORKS ROAD M. DIV,NOT AVAILABLE,19-AA-0390
-13130596.1839,4040754.195,1056,6895,ROAD MAINTENANCE - DISTRICT 1,14747 E RAMONA,BALDWIN PARK,CA,91801,1460,(626) 458-3981,TRANSFER,OPEN,LOS ANGELES,06037,USA,34.0889655813965,-117.954152416101,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LOS ANGELES CO PUBLIC WORKS ROAD M. DIV,NOT AVAILABLE,19-AA-0402
-8905327.2083,4463921.5224,1057,512606,COUNTRY SOUTH LLC - CDD LANDFILL,7390 MERRIMAN RD,BOONES MILL,VA,24015,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,ROANOKE,51161,USA,37.1778189406916,-79.9979154129659,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,2019/10/30 00:00:00+00,IMAGERY,2019/10/31 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SWP581
-13412648.1666,4418343.3108,1058,6896,"ROAD MAINTENANCE AREA 1, FIREBAUGH",38835 WEST NEES AVENUE,FRESNO,CA,93720,NOT AVAILABLE,(559) 659-2323,TRANSFER,OPEN,FRESNO,06019,USA,36.8508914729632,-120.487868485642,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,2019/04/29 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COUNTY OF FRESNO PUBLIC WORKS,NOT AVAILABLE,10-AA-0205
-12482149.0236,5814405.7184,1059,301488,BOULDER LANDFILL,70 LITTLE BOULDER ROAD,BOULDER,MT,59632,NOT AVAILABLE,(406) 225-4159,C&D,OPEN,JEFFERSON,30043,USA,46.212112015757,-112.129052465399,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2019/05/01 00:00:00+00,IMAGERY/OTHER,2020/04/29 00:00:00+00,http://www.jeffersoncounty-mt.gov/county/waste.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,368
-12477299.3909,5761869.7998,1060,301532,WHITEHALL LANDFILL,1 PAUL GULCH ROAD,WHITEHALL,MT,59759,NOT AVAILABLE,(406) 225-4159,C&D,OPEN,JEFFERSON,30043,USA,45.8845641354266,-112.085487473568,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2019/05/01 00:00:00+00,IMAGERY/OTHER,2020/04/29 00:00:00+00,http://www.jeffersoncounty-mt.gov/county/waste.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,370
-8102396.6091,5326395.1268,1061,502706,JAMAICA TRANSFER STATION,DUMP ROAD,JAMAICA,VT,05343,NOT AVAILABLE,(802) 874-4274,TRANSFER,OPEN,WINDHAM,50025,USA,43.0946858829472,-72.7850671199516,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://anrweb.vt.gov/DEC/ERT/DataDump.aspx,2019/05/03 00:00:00+00,IMAGERY/OTHER,2020/04/05 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WH301
-8088611.1504,5321296.9763,1062,502746,TOWNSHEND TRANSFER STATION,1102 GRAFTON ROAD,TOWNSHEND,VT,05353,NOT AVAILABLE,(802) 365-7300,TRANSFER,OPEN,WINDHAM,50025,USA,43.0612342684468,-72.661230236786,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://anrweb.vt.gov/DEC/ERT/DataDump.aspx,2019/05/03 00:00:00+00,IMAGERY/OTHER,2020/04/05 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WH421
-8102988.0004,5317542.7119,1063,502750,WARDSBORO TRANSFER STATION,NOT AVAILABLE,WARDSBORO,VT,05355,NOT AVAILABLE,(802) 896-6055,TRANSFER,OPEN,WINDHAM,50025,USA,43.0365889134476,-72.7903796778798,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://anrweb.vt.gov/DEC/ERT/DataDump.aspx,2019/05/03 00:00:00+00,IMAGERY/OTHER,2020/04/05 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WH891
-12713759.2561,6051075.2194,1064,301506,LAKE COUNTY LANDFILL - KERR DAM RD,39276 KERR DAM ROAD,POLSON,MT,59860,NOT AVAILABLE,(406) 883-5412,"MUNICIPAL, C&D",OPEN,LAKE,30047,USA,47.6636242012959,-114.209642584138,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2019/05/01 00:00:00+00,IMAGERY/OTHER,2020/04/29 00:00:00+00,http://www.lakecountyrecycling.com/landfill_4.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,36
-12513313.5418,6023473.9626,1065,301485,AUGUSTA SOLID WASTE MANAGEMENT DISTRICT,952 SUN CANYON ROAD,AUGUSTA,MT,59648,NOT AVAILABLE,(406) 457-8521,C&D,OPEN,LEWIS & CLARK,30049,USA,47.4963697026997,-112.409008095347,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://deq.mt.gov/solidwaste/default.mcpx,2019/05/01 00:00:00+00,IMAGERY/OTHER,2020/04/29 00:00:00+00,http://www.lccountymt.gov/public-works/solid-waste/augusta-solid-waste-district.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,396
